loc,smellsCount,assertionRoulette,conditionalTestLogic,constructorInitialization,defaultTest,duplicateAssert,eagerTest,emptyTest,generalFixture,lazyTest,magicNumberTest,mysteryGuest,printStatement,redundantAssertion,resourceOptimism,sensitiveEquality,sleepyTest,unknownTest,verboseTest,klass
32,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21,4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
14,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
71,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
34,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
18,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
18,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
14,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
32,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,5,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
30,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
21,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
32,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
40,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
14,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
18,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
28,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
30,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
19,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
16,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
74,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16,5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
42,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
113,6,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71,5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
62,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
11,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
27,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
59,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
30,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
21,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
29,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
136,7,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
15,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
71,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
13,6,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
16,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
9,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
32,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
16,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
16,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
15,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
54,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
21,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
50,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
103,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
11,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
9,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
42,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
